Stock Title,Ref No,Make,Name,Grade,Model,Body Type,Color,R Year / Month,P Year,Port,,Mileage,CC,Fuel,Door,Seat,Transmission,Drive,Dimension(L*W*H),M3,Stereo,Tyre Size
AUTOCOM JAPAN / JAPANESE USED CAR EXPORTER,R00168798,TOYOTA,AQUA,L,DAA-NHP10,HATCHBACK,SILVER,2018 / 2,2018,YOKOHAMA,,"164,000km",1490cc,Gasoline/Petrol,5,5,AT,2WD,405 * 169 * 145 (cm),9.925m3,2DIN-SIZE NV TV CD RADIO,185/60/R15
